"Date","Price_Arabica","Price_Robusta","Close_USD_60kg"
2002-08-14,34.62,22.52,63.7575150091934
2002-08-15,34.13,22.51,61.508805
2002-08-16,35.18,22.98,62.0379150183868
2002-08-19,34.99,23.2,61.4426675091934
2002-08-20,34.94,23.28,62.17019
2002-08-21,35.2,23.42,61.7733600091934
2002-08-22,35.36,23.25,63.8236525
2002-08-23,35.78,23.55,65.0802850091934
2002-08-26,35.38,23.57,63.9559274816132
2002-08-27,35.02,23.33,64.2866199816132
2002-08-28,36.4,24.22,67.1967149908066
2002-08-29,37.2,24.63,67.1305775
2002-08-30,37.42,25.11,68.122655
2002-09-03,38.72,25.32,71.7602725
2002-09-04,40.35,27.12,74.0089825091934
2002-09-05,39.46,26.98,72.75235
2002-09-06,39.89,27.3,73.413735
2002-09-09,43.96,29.48,78.4402599908066
2002-09-10,42.63,29.15,77.0513525
2002-09-11,43.22,30.1,76.059275
2002-09-12,45.07,30.76,77.7127375
2002-09-13,45.23,30.55,79.1016449908066
2002-09-16,46.27,30.87,81.1519374816131
2002-09-17,45.66,31.03,80.68897
2002-09-18,43.49,29.45,78.04343
2002-09-19,41.3,27.52,77.3159075091934
2002-09-20,39.82,27.43,74.1412574908066
2002-09-23,37.41,26.57,72.2893825183868
2002-09-24,36.39,26.17,72.5539324816132
2002-09-25,38.22,28.19,74.2735375183868
2002-09-26,37.62,27.94,73.0169050091934
2002-09-27,37.16,27.39,73.6121525183868
2002-09-30,37.58,28.3,72.090965
2002-10-01,40.23,30.02,74.8026424908066
2002-10-02,40.08,28.92,75.3317525091934
2002-10-03,39.71,29.2,74.6703675091934
2002-10-04,40.19,28.49,74.07512
2002-10-07,40.27,26.94,76.3899675
2002-10-08,40.81,28.43,77.0513525
2002-10-09,41.19,27.92,77.7788749908066
2002-10-10,40.1,27.79,75.9270000183868
2002-10-11,41.45,29.12,75.8608574816132
2002-10-14,44.21,29.54,83.0699549908066
2002-10-15,50.79,31.99,92.1970649632263
2002-10-16,47.78,30.4,88.7578649816132
2002-10-17,47.3,30.2,87.6996550367737
2002-10-18,43.41,29.96,82.8053999816132
2002-10-21,46.08,30.45,86.3768850367737
2002-10-22,45.13,31.34,84.7895549816132
2002-10-23,45.23,30.83,85.0541150367737
2002-10-24,49.37,32.57,89.286975
2002-10-25,50.95,33.16,90.6758875367737
2002-10-28,45.63,31.45,85.5832149632263
2002-10-29,42.69,30.73,83.2022350183868
2002-10-30,44.19,31.75,83.33451
2002-10-31,48.29,32.69,87.2366774632263
2002-11-01,46.84,32.31,84.65728
2002-11-04,49.06,32.91,86.3107425
2002-11-05,50.9,33.85,87.1705450183868
2002-11-06,49.32,33.12,87.5012375183868
2002-11-07,51.13,35.4,88.0303475367737
2002-11-08,52.35,35.81,89.7499424816132
2002-11-11,51.07,35.69,87.4350949816131
2002-11-12,49.49,34.28,84.3265875
2002-11-13,50.05,35.69,84.65728
2002-11-14,50.04,36.03,84.9879725
2002-11-18,52.8,39.63,85.6493575
2002-11-19,54.46,39.39,88.2948975
2002-11-20,56.18,41.05,90.0806349816131
2002-11-21,55.6,40.44,89.0224250367737
2002-11-22,55.41,41.42,88.3610400367737
2002-11-25,54.5,41.28,86.3107425
2002-11-26,54.18,40.83,87.30282
2002-11-27,55.19,41.56,88.0964799816131
2002-12-02,56.26,41.77,91.0065800367737
2002-12-03,54.32,41.36,88.4271724816132
2002-12-04,53.25,40.84,87.0382700367737
2002-12-05,53.72,40.77,88.4933150183868
2002-12-06,51.45,40.85,83.8636200183868
2002-12-09,50.15,39.6,82.2762950091934
2002-12-10,50.31,40.35,81.8794650183868
2002-12-11,47.87,39.66,77.0513525
2002-12-12,47.6,37.14,76.7867974908066
2002-12-13,47.9,37.41,75.1994724816132
2002-12-16,49.56,38.64,76.72066
2002-12-17,50.35,39.74,77.9111550183868
2002-12-18,50.8,41.41,82.8053999816132
2002-12-19,51.04,41.95,81.4164924908066
2002-12-20,50.13,41.5,82.2762950091934
2002-12-23,49.58,41.57,81.2842175091934
2002-12-27,48.44,40.61,81.1519374816131
2002-12-30,48.2,40.26,81.1519374816131
2003-01-02,48.89,41.45,81.5487725183868
2003-01-03,49.86,42.83,81.0196625
2003-01-06,52.66,43.36,83.6652025
2003-01-07,54.87,44.8,83.995895
2003-01-08,54.85,43.97,83.1360924816131
2003-01-09,54.96,43.72,82.9376800091934
2003-01-10,56.32,44.23,86.0461925367737
2003-01-13,55.68,43.45,85.8477750183868
2003-01-14,57.03,44.16,85.8477750183868
2003-01-15,56.78,42.8,87.2366774632263
2003-01-16,57.38,43.06,87.1044024816131
2003-01-17,57.21,42.97,87.6335125
2003-01-21,57.53,43.01,87.8319300183868
2003-01-22,57.72,44.84,90.1467775183868
2003-01-23,57.92,45.62,90.2129099632263
2003-01-24,56.23,44.83,89.4853925183868
2003-01-27,55.72,44.97,86.8398525183868
2003-01-28,55.04,44.72,86.1784675183868
2003-01-29,54.58,45.38,84.3265875
2003-01-30,54.83,44.6,84.5911425091934
2003-01-31,56.22,45.86,86.3768850367737
2003-02-03,57.38,46.05,87.5012375183868
2003-02-04,55.68,45.06,86.0461925367737
2003-02-05,55.43,44.56,84.9879725
2003-02-06,56.17,44.69,86.8398525183868
2003-02-07,56.32,45.28,87.0382700367737
2003-02-10,56.76,44.89,88.3610400367737
2003-02-11,56.4,44.64,87.4350949816131
2003-02-12,55.44,43.95,85.7155000367737
2003-02-13,52.35,42.02,81.6149100091934
2003-02-14,53.15,41.66,82.8715425183868
2003-02-19,53.1,40.27,80.8873875183868
2003-02-20,53.65,41.07,82.3424325
2003-02-21,52.98,40.54,81.4826299816132
2003-02-24,52.17,39.02,79.3662
2003-02-25,50.92,39.37,77.6466000091934
2003-02-26,50.01,39.23,76.6545225091934
2003-02-27,50.32,39.69,77.1836274816131
2003-02-28,48.4,39.11,75.1994724816132
2003-03-05,49.18,38.3,77.1174899908066
2003-03-06,51.04,38.87,77.1836274816131
2003-03-07,51.16,39.52,77.5804625183868
2003-03-10,51.85,39.44,78.2418475183868
2003-03-11,50,38.69,75.8608574816132
2003-03-12,50.33,38.53,75.1994724816132
2003-03-13,51.69,39.14,75.7947199908066
2003-03-14,50.52,38.21,76.3238300091934
2003-03-17,48.54,36.8,73.413735
2003-03-18,49.06,36.49,74.8687799816132
2003-03-19,50.52,36.4,75.6624450091934
2003-03-20,51.74,37.2,80.2921400091934
2003-03-21,52.94,37.93,81.0857999908066
2003-03-24,51.23,37.12,79.1677824816131
2003-03-25,50.67,37.2,76.7867974908066
2003-03-26,50.34,36.78,76.6545225091934
2003-03-27,50.18,36.87,75.5963075183868
2003-03-28,52.54,37.8,77.0513525
2003-03-31,52.78,37.84,77.5804625183868
2003-04-01,53.39,39.13,77.1174899908066
2003-04-02,54.85,40.18,79.5646175183868
2003-04-03,56.3,41.1,81.2180800183868
2003-04-04,55.83,40.94,80.4244149908066
2003-04-07,56.66,41.75,82.3424325
2003-04-08,55.47,40.03,80.9535250091934
2003-04-09,55.07,39.93,80.4244149908066
2003-04-10,54.1,39.23,79.9614475091934
2003-04-11,55.24,39.36,79.9614475091934
2003-04-14,53.45,39.07,76.5883850183868
2003-04-15,55.88,40.26,78.3079850091934
2003-04-16,55.31,39.77,78.9693700091934
2003-04-17,57.18,40.92,82.6069875091934
2003-04-22,58.3,40.65,85.7155000367737
2003-04-23,58.44,41.22,85.1202474816131
2003-04-24,57.67,40.67,84.7234225367737
2003-04-25,57.25,40.6,84.3265875
2003-04-28,56.88,40.54,83.4006474908066
2003-04-29,58.54,40.4,86.5091600183868
2003-04-30,59.79,40.46,90.2790525
2003-05-02,58.73,39.48,88.62559
2003-05-05,58.67,38.77,89.1547000183868
2003-05-06,60.27,39.48,90.8742949632263
2003-05-07,60.78,40.24,89.7499424816132
2003-05-08,60.92,40.3,89.94836
2003-05-09,60.72,40.28,89.5515249632263
2003-05-12,60.83,40.28,89.6176675
2003-05-13,59.81,39.83,88.62559
2003-05-14,58.54,39.46,86.0461925367737
2003-05-15,57.42,38.96,85.2525224632263
2003-05-16,58.67,39.59,85.5832149632263
2003-05-19,57.26,38.34,84.3927249908066
2003-05-20,59.45,38.17,88.8240075183868
2003-05-21,58.35,38.88,87.3689625367737
2003-05-22,59.15,39.27,87.7657874816132
2003-05-23,59.9,39.77,86.8398525183868
2003-05-27,54.26,37.75,80.8873875183868
2003-05-28,54.81,38.05,80.0937224908066
2003-05-29,56.1,38.54,78.4402599908066
2003-05-30,54.73,37.67,77.1836274816131
2003-06-02,55.9,37.91,79.3662
2003-06-03,56.63,38.29,78.8370899816132
2003-06-04,56.62,38.01,78.4402599908066
2003-06-05,57.61,38.12,78.1095674908066
2003-06-06,56.39,35.84,78.5725400183868
2003-06-09,55.83,36.32,77.9111550183868
2003-06-10,56.01,36.52,79.7630299908066
2003-06-11,56.88,36.89,81.0196625
2003-06-12,56.65,36.86,81.1519374816131
2003-06-13,56.55,36.76,80.027585
2003-06-16,55.83,36.43,79.4984749816132
2003-06-17,55.97,36.59,78.9032325183868
2003-06-18,54.91,36.27,77.382045
2003-06-20,52.96,35.63,74.1412574908066
2003-06-23,53.38,36.33,74.4719499908066
2003-06-24,53.61,36.52,75.9931375091934
2003-06-25,53.15,36.41,74.2073949816131
2003-06-26,53.68,36.36,76.72066
2003-06-27,53.64,36.55,77.2497700183868
2003-06-30,55.71,37.35,77.9111550183868
2003-07-01,55.4,37.96,77.7788749908066
2003-07-02,57.52,39.31,81.350355
2003-07-03,56.07,38.75,80.027585
2003-07-07,54.84,37.5,79.5646175183868
2003-07-08,56,38.51,80.3582775
2003-07-10,55.46,38.61,79.3662
2003-07-11,55.56,38.67,79.6307550091934
2003-07-14,57.3,39.14,81.0857999908066
2003-07-15,57.29,39.89,80.68897
2003-07-16,57.58,40.31,81.6149100091934
2003-07-17,57.79,41.02,82.4085699908066
2003-07-18,57.22,41.25,82.4085699908066
2003-07-21,55.27,40.28,78.2418475183868
2003-07-22,54.92,40.82,78.704815
2003-07-23,54.98,40.86,78.5725400183868
2003-07-24,55.49,41.31,78.04343
2003-07-25,57.33,42.21,80.4905524816132
2003-07-28,57.04,42.55,81.1519374816131
2003-07-29,58.07,44.04,83.2683725091934
2003-07-30,57.46,44.24,83.0038175
2003-07-31,58.25,44.38,83.9297575091934
2003-08-01,58.9,44.79,86.0461925367737
2003-08-04,58.69,44.46,85.98005
2003-08-05,58.14,44.06,83.6652025
2003-08-06,58.79,44.03,84.5250050183868
2003-08-07,60.17,45.3,85.2525224632263
2003-08-08,59.5,44.84,84.2604500091934
2003-08-11,56.73,44.13,80.8212449816132
2003-08-12,56.16,44.29,79.9614475091934
2003-08-13,57.67,44.4,81.6810475
2003-08-14,56.95,43.98,79.9614475091934
2003-08-15,57.03,44.17,79.4984749816132
2003-08-18,56.52,43.86,78.6386775091934
2003-08-19,56.88,44.05,78.3079850091934
2003-08-20,56.69,43.61,78.1757049816132
2003-08-21,58.26,44.23,80.8212449816132
2003-08-22,58.17,44.51,79.7630299908066
2003-08-25,57.57,44.3,80.2921400091934
2003-08-26,57.51,44.59,79.7630299908066
2003-08-27,57.73,44.91,79.4984749816132
2003-08-28,57.9,44.67,80.5566950183868
2003-08-29,57.44,44.31,81.2842175091934
2003-09-02,57.31,43.94,81.8794650183868
2003-09-03,57.72,43.82,81.6810475
2003-09-04,58.98,44.16,83.5329275183868
2003-09-05,59.91,45.01,85.3848075367737
2003-09-08,62.06,45.06,90.609745
2003-09-09,62.97,45.66,91.5356799632263
2003-09-10,63.4,45.78,91.4034049816131
2003-09-11,63.67,45.98,93.0568674816132
2003-09-12,62.33,46.03,90.5436024632263
2003-09-15,59.51,45.1,84.7234225367737
2003-09-16,57.9,42.95,80.027585
2003-09-17,58.06,42.83,81.6149100091934
2003-09-18,58.02,43.35,80.1598599816132
2003-09-19,58.49,43.26,83.33451
2003-09-22,59.28,43.41,85.6493575
2003-09-23,59.22,43.43,84.9218299632263
2003-09-24,59.68,43.63,86.4430174816132
2003-09-25,58.97,43.84,86.0461925367737
2003-09-26,57.61,43.42,83.7974774816132
2003-09-29,58.19,43.5,83.8636200183868
2003-09-30,58.47,43.8,83.2022350183868
2003-10-01,59.76,44,86.1784675183868
2003-10-02,59.33,43.89,85.318665
2003-10-03,59.83,44.34,86.1123249816131
2003-10-06,58.56,43.8,83.5990650091934
2003-10-07,58.8,44.02,83.7313399908066
2003-10-08,58,43.46,82.8715425183868
2003-10-09,57.53,43.1,82.2762950091934
2003-10-10,57.44,43.45,80.9535250091934
2003-10-13,56.74,42.73,80.0937224908066
2003-10-14,57.39,42.79,81.2842175091934
2003-10-15,57.39,42.64,80.7551074908066
2003-10-16,57.64,42.43,81.2180800183868
2003-10-17,56.72,43.06,80.027585
2003-10-20,57.7,42.95,81.4826299816132
2003-10-21,59.05,43.63,82.6069875091934
2003-10-22,58.68,43.69,81.8133224816132
2003-10-23,59.48,43.95,82.673125
2003-10-24,59.84,44.02,83.4667849816132
2003-10-27,60.89,44.22,85.3848075367737
2003-10-28,61.44,45.39,85.3848075367737
2003-10-29,58.68,44.84,81.0857999908066
2003-10-30,58.14,45.05,78.9693700091934
2003-10-31,56.85,44.22,77.5804625183868
2003-11-03,57.01,44.27,77.5804625183868
2003-11-04,58.37,44.25,79.0355075
2003-11-05,58.15,44.54,78.6386775091934
2003-11-06,58.41,44.21,78.9693700091934
2003-11-07,58.4,44.32,79.8291674816132
2003-11-10,57.69,44.04,78.1757049816132
2003-11-11,57.47,43.71,78.4402599908066
2003-11-12,57.65,43.94,78.04343
2003-11-13,58.42,43.52,79.5646175183868
2003-11-14,58.12,43.49,78.704815
2003-11-17,57.93,43.67,78.3741225
2003-11-18,57.9,43.22,78.8370899816132
2003-11-19,58.37,43.19,78.8370899816132
2003-11-20,56.97,43.09,76.2576925183868
2003-11-21,56.89,43.26,74.9349225183868
2003-11-24,56.49,43.36,75.7285825
2003-11-25,56.76,43.17,76.059275
2003-11-26,56.83,43.23,76.3899675
2003-12-01,57.68,44.08,78.8370899816132
2003-12-02,60.59,44.41,82.01174
2003-12-03,60.46,44.91,82.673125
2003-12-04,58.4,43.82,80.6228325091934
2003-12-05,59.37,44.14,81.8794650183868
2003-12-08,61.84,45.14,84.4588624816132
2003-12-09,60.74,44.71,83.995895
2003-12-10,60.53,45.55,83.33451
2003-12-11,60.11,45.23,82.01174
2003-12-12,60.71,45.43,83.33451
2003-12-15,57.45,44.6,79.2339250183868
2003-12-16,58.74,45.05,79.3662
2003-12-17,59.63,45.93,80.8873875183868
2003-12-18,59.13,45.38,83.5329275183868
2003-12-19,59.37,45.42,85.0541150367737
2003-12-22,59.91,45.57,84.7895549816132
2003-12-23,59.5,45.62,84.4588624816132
2003-12-29,60.38,45.65,84.5911425091934
2003-12-30,59.57,44.82,84.1943125183868
2004-01-05,62.94,45.8,90.7420199816132
2004-01-06,64.53,46.42,92.6600425367737
2004-01-07,64.39,46.51,91.0727124816132
2004-01-08,64.1,46.7,90.4113274816132
2004-01-09,65.07,47.32,91.0065800367737
2004-01-12,68.86,48.65,93.6521200367737
2004-01-13,67.06,48.93,92.5277574632263
2004-01-14,66,48.44,91.7340974816132
2004-01-15,66.58,48.39,91.9986575367737
2004-01-16,67.94,48.63,94.1150875183868
2004-01-20,70.79,50.46,98.8109149632263
2004-01-21,71.02,51.83,97.8188374632263
2004-01-22,70.45,51.36,99.6045850367737
2004-01-23,69.71,51.54,98.4802224632263
2004-01-26,73.32,53.29,102.316257481613
2004-01-27,73.24,51.84,104.035862518387
2004-01-28,70.79,50.97,101.5225975
2004-01-29,69.54,49.89,99.4722999632263
2004-01-30,69.11,48.33,99.869135
2004-02-02,68.53,48.67,99.1416074632263
2004-02-03,70.59,48.96,98.7447825183868
2004-02-04,68,47.66,96.0330999816131
2004-02-05,67.99,46.69,96.0330999816131
2004-02-06,69.15,46.03,94.9748900367737
2004-02-09,67.98,45.98,94.578055
2004-02-10,70.95,45.91,98.0833975183868
2004-02-11,70.95,46.24,98.3479474816131
2004-02-12,71.53,46.37,99.4061675183868
2004-02-13,70.54,46.17,97.88498
2004-02-17,70.77,45.33,98.2818150367737
2004-02-18,66.96,44.3,93.0568674816132
2004-02-19,67.22,43.25,93.4537025183868
2004-02-20,67.46,43.27,92.9907350367737
2004-02-25,69.17,43.68,95.8346824632263
2004-02-26,71.63,43.56,98.6786399816132
2004-02-27,72.13,44.28,99.2738925367737
2004-03-01,71.34,44.56,98.4140900183868
2004-03-02,71.58,44.29,97.4881449632263
2004-03-03,70.17,43.76,94.9748900367737
2004-03-04,70.45,43.38,96.0330999816131
2004-03-05,71.19,43.61,96.6283525367737
2004-03-08,71.46,43.59,97.3558699816132
2004-03-09,69.74,43.61,95.3717149816132
2004-03-10,70.81,43.08,96.7606275183868
2004-03-11,71.67,42.92,98.8770575
2004-03-12,71.19,43.27,98.7447825183868
2004-03-15,72.29,43.06,100.53052
2004-03-16,73.01,43.61,101.258047536774
2004-03-17,71.68,42.91,100.1998275
2004-03-18,71.49,42.84,99.4722999632263
2004-03-19,72,42.82,99.9352775367737
2004-03-22,72.26,42.56,102.316257481613
2004-03-23,71.98,42.39,101.059630018387
2004-03-24,70.68,42.15,99.2738925367737
2004-03-25,67.65,41.28,94.2473625
2004-03-26,68.94,41.35,95.1732974632263
2004-03-29,69.34,41.29,95.7685500183868
2004-03-30,70.64,41.44,96.9590450367737
2004-03-31,71.49,41.98,97.5542875
2004-04-01,72.32,42.13,98.0172549816131
2004-04-02,71.1,42.59,97.0913200183868
2004-04-05,69.55,42.39,95.1732974632263
2004-04-06,71.1,42.21,96.2976600367737
2004-04-07,71.41,42.36,96.8929025
2004-04-08,70.6,42.27,95.9669675367737
2004-04-12,70.46,42.24,95.3055825367737
2004-04-13,68.86,42.07,91.7340974816132
2004-04-14,69.92,41.89,93.255285
2004-04-15,69.85,41.82,93.1230100183868
2004-04-16,69.46,42.03,92.6600425367737
2004-04-19,70.06,42.18,93.1230100183868
2004-04-20,69.12,41.84,92.1309325183868
2004-04-22,67.42,41.4,89.5515249632263
2004-04-23,67.84,42.24,89.8822174632263
2004-04-26,69.43,42.11,90.0145025367737
2004-04-27,69.35,42.22,91.5356799632263
2004-04-28,68.01,42.15,91.27113
2004-04-29,67.39,41.73,90.0145025367737
2004-04-30,68.02,42.16,88.8240075183868
2004-05-03,67.03,41.49,89.6176675
2004-05-04,68.52,41.93,92.7261749816132
2004-05-05,68.41,42.19,92.8584499632263
2004-05-06,66.95,41.52,91.4695475183868
2004-05-07,65.44,40.56,90.0806349816131
2004-05-10,66.22,39.72,92.4616250183868
2004-05-11,68.68,41.14,93.1891424632263
2004-05-12,66.95,40.27,92.1309325183868
2004-05-13,67.38,40.32,92.9907350367737
2004-05-14,68.16,41.11,93.1230100183868
2004-05-17,65.21,40.87,90.3451950367737
2004-05-18,67.35,41.24,93.5859775
2004-05-19,68.61,42.36,96.4960674632263
2004-05-20,67.16,42.07,94.578055
2004-05-21,67.89,42.57,95.7024074816132
2004-05-24,71.65,43.77,101.390322518387
2004-05-25,73.88,44.75,102.911510036774
2004-05-26,76.37,46.3,106.020017518387
2004-05-27,77.16,45.79,105.755457463226
2004-05-28,82.12,47.79,113.162977536774
2004-06-01,78.06,45.66,109.657635018387
2004-06-02,81.61,46.32,110.980405018387
2004-06-03,80.15,46.19,109.922184981613
2004-06-04,80.15,46.49,109.78991
2004-06-07,78.76,46.35,107.210512536774
2004-06-08,80.64,46.17,107.938029981613
2004-06-09,81.83,46.22,109.78991
2004-06-14,77.88,45.39,105.755457463226
2004-06-15,77.48,44.7,103.440609963226
2004-06-16,77.29,44.39,103.374477518387
2004-06-17,74.99,42.68,100.464377463226
2004-06-18,76.35,42.04,100.133684963226
